,CtrlFemaleFB1,CtrlFemaleFB2,CtrlFemaleFB3,NitoKDFemaleFB1,NitoKDFemaleFB2,NitoKDFemaleFB3,CtrlMaleFB1,CtrlMaleFB2,CtrlMaleFB3,NitoKDMaleFB1,NitoKDMaleFB2,NitoKDMaleFB3
Tgi,1981.789584,2296.833034,1878.528212,3621.050346,3539.472913,3482.558268,2033.213034,1880.600896,1497.129165,3511.500108,2470.843125,4082.914253
Liprin-beta,3618.371607,3427.857801,3200.487833,4158.880337,4338.067619,4300.024116,3530.17746,3127.660349,3425.595849,4518.594193,4754.392019,3970.136303
CG10710,26.37798636,8.976387042,29.70695778,3.382578558,0,10.25035546,13.59503515,12.81499759,36.5153455,8.886124273,5.762899417,3.524310965
Abp1,3102.28057,2862.345418,2283.940812,4662.884542,4480.802871,4351.275894,2703.146155,2588.629513,2083.656902,4739.266279,3489.435597,4375.432064
CG10089,6.881213834,4.488193521,6.989872418,0,0,0,1036.99907,937.897636,1284.88372,675.3454447,976.8114512,949.8018052
CG10116,313.0952294,271.535708,33.20189398,0,130.0878253,38.43883298,15.86087434,40.84780481,47.1656546,26.65837282,27.37377223,0
JMJD7,480.5380994,523.9965936,608.9926344,470.1784195,489.6361202,589.3954391,500.7504612,480.5624096,623.0430826,546.4966428,685.7850306,533.9331113
CG33262,0,0,0,0,0,0,1.510559461,1.601874699,0,0,0,0
tRNA:Pro-AGG-1-5,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Pro-AGG-1-6,2.293737945,0,0,0,0,0,0,0,0,0,0,0
tRNA:Pro-AGG-1-7,0,0,0,0,0,0,0,0,0,0,0,0
tRNA:Leu-CAA-2-2,0,1.12204838,1.747468104,0,0,0,3.021118921,0,0,0,0,0
caps,4848.962015,4059.57104,4426.336708,7866.186436,7059.071298,6621.729628,4842.853631,4242.565139,4327.068441,6796.404048,5149.150629,6282.084296
tRNA:Asp-GTC-1-10,0,0,0,0,0,0,0,0,0,0,0,0
SP,0,0,0,0,0,0,6.797517573,4.004686746,7.607363645,4.443062136,8.644349126,1.762155483
CG14113,0,0,0,0,0,0,1468.263796,1255.869764,1170.012529,1247.01944,2274.904545,1092.536399
CG17687,37.84667608,25.80711274,81.25726686,20.29547135,30.71518097,25.62588866,678.9964776,532.6233373,1248.368374,382.1033437,537.3903707,523.3601784
SNCF,0,0,0,0,0,0,1.510559461,1.601874699,0,0,0,0
CG14111,0,0,0,0,1.806775351,0,19.63727299,25.62999518,20.53988184,26.65837282,33.13667165,24.67017676
ImpL1,20.6436415,8.976387042,23.59081941,11.83902495,3.613550703,46.12659958,18.12671353,7.208436143,21.30061821,14.81020712,20.17014796,0
CG14110,9.174951778,11.2204838,11.35854268,11.83902495,19.87452886,15.37553319,4.531678382,6.407498794,7.607363645,8.886124273,14.40724854,8.810777413
tRNA:Val-AAC-2-3,0,0,0,0,0,0,0,0,0,0,0,0
CG14109,90.60264881,88.64182204,85.62593712,164.05506,52.39648519,205.0071092,82.32549061,95.31154456,42.60123641,99.22838771,155.5982843,128.6373502
cmb,1660.666272,1605.651232,1451.272261,2048.151317,1935.056401,1647.744641,3956.910507,3156.494093,5380.688306,3135.320847,3444.773127,3187.739268
CG10140,472.5100166,105.4725477,345.9986847,199.5721349,39.74905773,299.8228973,89.12300818,329.1852506,38.03681823,5.924082848,167.1240831,29.95664321
CG10154,879.6485017,209.8230471,640.4470603,64.2689926,28.90840562,53.81436618,123.8658758,463.7427252,84.44173646,8.886124273,129.6652369,31.71879869
CG10713,4.587475889,29.17325789,20.96961725,3.382578558,12.64742746,5.125177731,12.08447569,12.01406024,38.03681823,11.8481657,38.89957107,10.5729329
tRNA:Val-AAC-2-4,0,0,0,0,0,0,0,0,0,0,0,0
CG14105,0,6.732290281,8.737340522,0,0,0,1.510559461,1.601874699,6.846627281,0,0,0
CG14106,0,0,0,0,0,0,345.9181165,304.3561927,322.5522186,245.8494382,301.1114945,285.4691882
CG33263,0,0,0,0,0,0,4.531678382,0,3.042945458,5.924082848,8.644349126,0
CG32121,0,0,1.747468104,0,0,5.125177731,51.35902167,72.88529878,111.0675092,26.65837282,53.30681961,31.71879869
CG10222,431.2227336,477.99261,422.0135472,799.9798289,538.4190547,830.2787924,416.1591314,422.0939831,288.3190822,854.5489509,814.0095427,664.332617
sens,1732.919017,1454.174701,1371.762462,943.7394176,771.493075,1091.662857,1682.763239,1631.50938,1490.282538,1038.195519,1020.033197,1009.715092
Poc1,341.7669537,451.0634488,347.7461528,279.062731,260.1756506,217.8200536,1658.594288,1670.755311,2353.718312,1546.185623,1949.300728,1691.669263
CG10171,3803.017512,3798.133767,4028.787715,5856.934773,6450.188004,5038.04971,3638.182461,3844.499277,3859.976314,5737.474239,6104.351208,4283.799978
CG14107,18.34990356,2.24409676,23.59081941,57.50383548,7.227101405,25.62588866,32.47702841,23.22718313,20.53988184,14.81020712,53.30681961,21.14586579
CG32119,0,0,0,0,7.227101405,0,2441.064089,2220.99927,3068.810495,2028.998376,2684.070404,1755.106861
CG14120,1337.249222,467.8941745,152.0297251,15.22160351,184.2910858,97.37837689,213.7441637,209.8455855,107.2638274,109.5955327,82.1213167,109.2536399
CG14118,589.4906517,676.5951733,472.6901222,1319.205637,849.1844151,766.2140708,603.4685046,655.9676891,281.4724549,789.3840395,530.1867464,648.4732176
CG10749,0,0,0.873734052,0,0,0,784.7356399,732.8576746,809.4234919,666.4593204,765.0248976,666.0947725
CG11262,0,0,0.873734052,3.382578558,0,0,897.2723197,746.4736095,1214.135238,472.4456072,582.0528411,544.5060442
CG11263,2.293737945,17.95277408,13.97974484,10.14773567,0,0,30.96646895,33.63936867,48.68712733,23.69633139,28.81449709,19.38371031
CR14117,407.1384852,456.6736907,426.3822175,448.1916589,455.3073885,476.641529,398.7876976,378.8433662,321.7914822,509.471125,553.2383441,454.6361145
CG11267,14163.83181,15456.21644,24403.39208,5899.217005,6439.347352,7026.618669,8753.692075,11870.69245,13272.56735,5586.410126,5287.460215,7168.448504
ste14,277.5422913,352.3231914,343.3774825,463.4132624,404.7176787,404.8890408,320.9938854,268.314012,321.7914822,459.1164207,391.8771604,429.9659378
Srrm1,3440.606917,3170.908722,3459.986847,3539.868461,3922.509288,3011.041917,2768.855492,3075.599421,3326.700122,2933.902031,2623.55996,2773.63273
RpS4,206309.1126,207268.1429,236566.1158,230223.3705,237108.5497,255502.9228,138135.3757,178017.1362,144004.3509,184723.2704,170361.3918,203733.3683
Syx13,2426.774745,2902.73916,1735.235828,9077.14956,5463.688662,9604.583068,3351.931443,2345.144559,1688.073993,6719.390971,8459.936344,7244.221189
CG11279,1915.271184,1953.48623,2352.092069,647.7637938,798.5947053,955.8456468,1301.346975,1570.638142,1265.865311,1066.334913,1760.565772,1178.882018
trn,260.3392567,361.2995784,279.5948967,214.7937384,171.6436584,148.6301542,177.4907366,260.3046385,429.816046,117.0006363,171.4462577,236.1288347
CG11251,0,0,0,0,10.84065211,0,752.2586114,525.4149011,706.7240827,478.36969,623.8338619,599.1328641
CG17300,0,0,0,0,0,0,1127.632637,1038.014805,988.9572739,975.9926493,1946.419278,909.2722291
CG14115,0,0,0,0,0,0,0,1.601874699,0,0,1.440724854,0
Adk2,26951.42085,32321.72564,31627.42522,46315.9569,47485.66978,48527.74535,24026.95878,26197.85976,17644.51924,37548.31811,34620.61825,37828.19175
mRpL20,1167.512614,1462.029039,2008.714586,666.3679759,787.7540532,866.1550365,867.0611305,1020.394183,1000.368319,630.9148233,749.1769242,664.332617
MICAL-like,2613.714388,2191.360487,2059.391161,2629.954829,2486.122883,3136.608771,2635.926259,2505.332029,2828.417803,2492.557858,2671.10388,2706.670821
Cul6,531.0003342,630.5911897,615.9825068,1077.351271,930.4893059,912.2816361,743.9505344,708.8295541,642.0614917,882.6883444,960.9634778,759.489013
CG10748,0,0,0,0,0,0,1091.37921,1115.705728,1385.30092,1047.081643,1220.293952,1025.574491
Or69a,0,1.12204838,0.873734052,0,3.613550703,0,1.510559461,1.601874699,1.521472729,2.962041424,2.881449709,0
CG10752,0,0,0,0,1.806775351,0,523.4088531,368.4311807,534.0369279,288.7990389,340.0110656,512.7872455
CG32115,3519.740876,5682.052997,2421.117059,7663.231722,5451.041235,8774.304276,4914.605206,3129.262224,1337.374529,6831.948545,4997.87452,4417.723795
CG32117,41.287283,80.78748337,6.989872418,410.9832948,151.7691295,558.6443727,619.3293789,389.2555517,336.2454731,579.0790984,790.957945,969.1855155
CG12520,220.1988427,113.3268864,138.9237143,54.12125692,18.06775351,10.25035546,82.32549061,40.04686746,27.38650912,29.62041424,17.28869825,17.62155483
ara,118.1275041,104.3504994,71.64619228,71.03414971,18.06775351,64.06472164,93.65468657,96.11248191,48.68712733,34.06347638,48.98464505,91.6320851
caup,200.7020701,123.4253218,142.4186505,108.2425138,48.78293449,33.31365525,161.6298623,140.1640361,128.5644456,68.12695276,53.30681961,66.96190834
lncRNA:CR32111,11.46868972,40.39374169,22.71708536,35.51707486,3.613550703,0,23.41367164,27.23186988,31.19019095,11.8481657,44.66247048,21.14586579
mirr,2187.07913,1423.879394,1913.477574,1860.418207,2274.730167,1529.865553,1505.272503,1417.659108,1264.343838,1220.361067,945.1155044,1189.454951
Ptp69D,2651.561064,2238.486518,2458.687623,2567.377125,2612.597158,2603.590287,2635.926259,2684.741995,3827.26465,2782.837918,2406.010507,2703.14651
CG32112,669.7714798,603.6620285,849.2694987,363.627195,346.9008675,353.6372634,1436.542047,1460.108788,1952.810248,971.5495871,1417.673257,948.0396497
CG32109,743.171094,1008.721494,833.5422858,909.913632,847.3776398,1130.10169,754.5244506,814.5532842,640.5400189,973.0306078,1070.458567,895.1749852
CG10984,1724.890934,1723.466312,1787.659871,2281.549237,2097.666183,2580.526988,2450.127445,2353.153932,2387.951448,2877.623244,2501.098347,2988.615699
Vps13D,2096.476481,1587.698458,1713.392476,3002.03847,2618.017484,2516.462266,2009.044083,1857.373713,2711.264403,2403.696616,4071.488438,1769.204105
CG17666,0,0,0,0,0,5.125177731,2181.247861,1949.481508,2720.39324,1340.323744,2065.999441,1725.150218
CG32110,11.46868972,4.488193521,3.494936209,3.382578558,3.613550703,12.81294433,864.0400115,768.8998553,842.1351555,736.0672939,952.3191287,866.9804975
Wbp2,8916.906259,7618.708502,7094.720504,10984.92387,10996.03479,10767.99841,9697.791738,8921.641134,6082.087234,10612.99442,10824.16583,9288.321549
Ent3,153.6804423,125.6694186,166.0094699,49.04738909,88.53199222,107.6287324,93.65468657,97.71435661,104.2208819,66.64593204,110.9358138,66.96190834
CG10943,369.2918091,117.8150799,60.2876496,25.36933918,86.72521686,56.37695504,81.57021088,33.63936867,26.62577276,23.69633139,99.41001495,14.09724386
CG32107,208.730153,122.3032734,69.89872418,126.8466959,137.3149267,202.4445204,89.87828791,96.91341926,103.4601456,108.114512,213.2272784,114.5401064
CG10948,1969.174025,1855.868021,2338.112324,3463.760443,3293.751465,3205.798671,2246.201918,2076.029609,2438.160048,3127.915744,2740.258673,2682.000645
nebu,5057.692168,7792.626,3855.788372,54528.85764,26626.44835,30735.69085,13743.82525,12790.16853,7385.228627,28269.72335,26680.78358,20643.65148
Sf3a2,3054.112073,3207.936319,3857.535841,2339.053073,2775.20694,2593.339932,2398.013144,2859.346337,2383.38703,2519.216231,2872.805359,3015.048031
CG10969,0,0,0,0,0,5.125177731,608.7554627,441.3164795,675.5338917,371.7361987,442.3025303,482.8306023
CG32106,0,0,0,3.382578558,0,0,1235.637639,1062.042925,1914.77343,768.6497496,873.0792617,1004.428625
Hip1,1599.882216,1197.225622,882.4713927,1625.328997,1427.352528,1450.425298,2044.54223,1870.989648,2111.043412,2129.707784,2368.55166,1788.587815
Klc,5601.308061,6264.396107,5610.246349,8899.564185,9295.859183,9189.443672,5802.058889,5504.842402,4244.908914,8394.425396,8926.731197,7515.593134
Lmx1a,112.3931593,122.3032734,108.3430225,169.1289279,77.69134011,69.18989937,3.021118921,9.611248191,6.085890916,0,8.644349126,21.14586579
CG10418,1176.687566,1760.493909,1592.817177,1119.633503,935.909632,1476.051187,919.1754319,1117.307602,750.8467918,1021.904291,1288.00802,1097.822866
Obp69a,2.293737945,0,0,0,0,0,18.12671353,28.03280722,12.17178183,8.886124273,37.45884621,21.14586579
CG10616,4282.408742,3981.027653,4600.209785,5171.962615,5693.149132,5381.436618,5264.299721,5280.579944,5235.387661,5558.270732,5561.197938,5353.428356
CG10681,222.4925806,333.2483689,270.8575562,368.7010628,251.1417738,269.0718309,373.8634665,360.4218072,359.8283004,484.2937729,393.3178852,463.4468919
Pmm2,9044.208715,10464.22319,10202.59253,9674.174675,10856.91309,11721.28147,7314.884189,7994.95662,5573.915343,7411.027643,7363.54473,7101.486595
CG4069,1305.13689,1347.580105,2131.037353,343.3317236,384.8431498,335.6991414,945.6102224,1178.178841,1587.656793,439.8631515,520.1016724,370.0526514
Tsf2,1792.556204,1850.257779,1755.331711,3313.235697,3015.508061,2903.413185,1871.583172,1697.98718,1497.889902,2895.395492,2253.293672,2405.342234
nst,11022.55769,9528.434845,12561.67447,6076.802379,7013.901914,6967.679125,7120.777298,8325.743746,8483.731937,4959.938365,4333.700362,4823.019556
eIF2beta,54815.7494,56432.30123,63087.09351,31302.38197,35934.95496,40378.71275,37334.98763,40920.69011,32039.17273,21323.73621,24581.64746,25063.13743
Gcn5,7649.616045,9194.064427,6369.521241,9236.130752,8137.716182,8705.114376,7104.916424,6477.981281,3623.387304,7348.824773,7166.165425,6602.796594
sti,806.2488875,858.3670108,752.285019,431.2787661,646.8255758,325.4487859,941.8338238,860.2067131,2063.877757,497.6229593,736.2104005,579.7491538
CG10654,90.60264881,59.46856415,86.49967117,16.91289279,66.850688,10.25035546,33.23230814,40.04686746,60.85890916,2.962041424,54.74754446,28.19448772
CG10646,479.3912304,480.2367067,572.2958042,619.0118761,614.3036195,453.5782292,502.2610207,441.3164795,359.8283004,377.6602816,455.269054,401.7714501
CG10657,18.34990356,3.366145141,23.59081941,3.382578558,3.613550703,0,3.776398652,4.805624096,7.607363645,10.36714498,2.881449709,12.33508838
CG10660,2565.545891,2855.613128,2071.623438,3453.612707,3624.391355,3395.430247,2592.875314,2353.95487,1567.877647,3341.182726,2662.459531,2923.415946
CG10663,56.19657964,38.14964493,33.20189398,27.06062846,10.84065211,2.562588866,64.19877708,64.87592529,92.80983647,41.46857994,46.10319534,21.14586579
CG32102,0,0,0,0,0,0,0,0,0,0,0,0
toe,572.2876172,457.7957391,397.5489938,612.2467189,357.7415196,410.0142185,537.0038883,555.8505204,426.0123641,465.0405036,606.5451637,468.7333584
ArfGAP1,10387.19228,9521.702554,11271.16927,7150.771071,8970.639619,7680.07883,7136.638172,8314.530623,7789.940373,6086.995127,5041.096265,5867.977757
SCaMC,9923.857217,11155.405,11589.20847,8847.134218,13212.94814,9871.09231,10103.37695,11077.76448,8684.566338,10072.42186,10561.95391,9603.747381
Smyd4-2,16.05616561,20.19687084,26.21202157,3.382578558,25.29485492,0,36.25342706,19.22249638,25.86503639,2.962041424,28.81449709,0
CG32104,509.2098237,409.5476588,461.3315796,470.1784195,475.1819174,322.8861971,440.3280828,449.3258529,530.2332461,343.5968052,420.6916575,331.2852307
Ncc69,2860.291217,2222.777841,2371.314218,1488.334565,1911.568322,1624.681341,2573.993321,2539.772335,3188.246104,1627.641763,1914.723331,1795.636437
CrzR,392.2291885,380.3744009,426.3822175,608.8641404,531.1919533,407.4516296,419.1802504,602.3048867,761.4971009,439.8631515,384.6735361,611.4679525
CG17154,0,0,0,0,0,0,645.7641695,550.243959,496.0001097,547.9776635,910.5381079,641.4245957
vers,1120.490986,1284.745395,1551.751677,972.4913353,966.624813,1048.098846,1103.463686,1145.340409,1109.914356,940.4481522,1057.492043,851.1210981
ssp,2238.688234,2461.774146,2347.723398,2406.704644,2758.945961,2711.21902,2367.046675,2287.47707,2098.110893,3447.816218,2511.183421,3025.620964
CG11560,534.4409411,543.071416,586.275549,681.5895794,608.8832934,571.457317,617.0635397,539.0308361,505.1289461,706.4468797,622.3931371,644.9489067
DEF8,224.7863186,213.1891922,176.4942785,153.9073244,117.4403978,123.0042655,177.4907366,189.0212144,171.9264184,137.7349262,182.9720565,133.9238167
RhoGAP68F,8313.65318,8714.949769,6355.541496,16094.30878,14522.86027,13720.10079,8702.333053,8043.813799,5195.068633,13502.46583,12047.34123,11457.53495
Nrx-IV,3632.134035,3086.755094,3159.422333,5188.875507,5673.274603,4684.412446,3869.298059,3653.876187,5519.142325,5331.674564,4286.156442,5152.542631
CG32099,756.9335217,737.1857858,848.3957647,930.2091034,724.5169159,884.0931586,740.9294155,692.0098698,511.9755733,827.8905781,713.1588029,814.115833
CAH2,1008.097827,582.3431093,390.5591213,392.3791127,332.4466646,274.1970086,552.8647626,312.3655662,347.6565186,238.4443346,285.2635212,227.3180573
CG6910,71463.6994,83690.22253,94503.94882,98866.00608,85483.9622,94628.71904,34279.88112,46725.08308,35498.24098,47472.63791,60712.14536,49070.74373
Est-6,6089.874243,5301.678596,12640.31053,2176.689302,2711.969802,2934.164251,1780.949604,3912.578951,7137.989308,730.1432111,760.7027231,1390.340676
Est-P,0,0,0,0,0,0,0,0,0,0,0,0
CG11529,340.6200848,205.3348536,325.0290674,98.09477817,146.3488035,343.386908,196.3727299,184.2155903,848.2210465,78.49409774,1321.144691,137.4481277
CG32100,418.6071749,576.7328674,407.1600683,1155.150577,979.2722404,1078.849912,1166.151904,957.9210697,1042.969556,1596.540328,1508.438922,1252.892548
INPP5E,552.7908446,380.3744009,580.1594107,404.2181376,462.5344899,509.9551842,777.9381223,732.8576746,1118.282456,583.5221606,733.3289508,629.0895073
CG4328,9.174951778,11.2204838,6.989872418,0,9.033876757,0,0,6.407498794,10.6503091,0,17.28869825,3.524310965
Sms,2707.757644,2492.069452,4184.312376,1194.050231,1416.511875,1178.790878,1757.535933,2033.57993,2966.111085,1069.296954,1008.507398,1170.071241
Pbgs,5837.563069,4971.796373,7322.765092,2871.809195,3284.717589,3485.120857,3701.625959,4252.977325,4390.970296,1854.237932,1589.119514,2431.774566
Tsen54,155.9741802,225.5317244,234.160726,113.3163817,171.6436584,169.1308651,358.0025922,293.9440072,416.1227914,336.1917016,413.4880332,442.3010262
Ak1,233.9612703,169.4293054,239.4031303,630.850901,603.4629673,517.6429508,871.5928088,836.97953,830.7241101,882.6883444,1275.041496,895.1749852
thoc6,883.0891086,1064.823913,988.193213,942.0481283,1009.987421,802.0903149,680.5070371,753.6820457,721.9388099,807.1562881,1045.966244,926.8937839
Rh7,29.81859328,25.80711274,47.18163882,6.765157115,7.227101405,10.25035546,13.59503515,20.02343373,25.86503639,11.8481657,8.644349126,10.5729329
CG9760,8.028082806,30.29530627,37.57056424,16.91289279,18.06775351,25.62588866,9.063356764,12.01406024,24.34356367,5.924082848,14.40724854,0
eIF3l,16134.1527,15508.95271,17521.86268,24065.35515,24326.42333,23993.51955,13845.03274,14271.10169,13470.35881,21877.63796,18340.4274,19658.60656
ND-SGDH,10130.29363,9555.364006,14174.58753,7275.926478,8200.95332,8635.924477,6751.44551,9063.407044,9573.106411,6863.04998,7275.660514,9009.900983
CG5645,2181.344785,1999.490214,2736.535052,514.1519408,809.4353574,743.150771,1644.999253,1916.643077,2181.031157,736.0672939,936.4711553,733.0566808
Ir68b,19.49677253,6.732290281,10.48480863,145.450878,193.3249626,158.8805097,36.25342706,28.03280722,66.18406371,162.9122783,145.5132103,88.10777413
yps,22342.15445,22812.36562,27150.41194,13871.95467,15942.9857,13376.71388,15660.72521,19522.04695,21406.36056,13502.46583,16169.25504,13669.04008
CG14131,1777.646907,1223.032734,1162.940023,1403.770101,1382.183144,1332.54621,1270.380506,1114.90479,963.0922375,1061.891851,718.9217023,1096.06071
CG10907,873.9141569,1061.457768,993.4356174,977.5652032,908.8080017,925.0945804,935.7915859,1043.621366,1026.994092,1150.753093,1364.366437,960.3747381
Klp68D,1033.328944,1260.060331,1008.289096,1418.991705,1414.7051,1406.861287,1156.333267,1068.450424,868.7609283,1149.272073,1440.724854,967.42336
RpL10Ab,78933.25702,89279.14552,92767.83926,133065.5666,135744.8389,148686.5312,54352.19524,67048.06738,51196.03586,107328.09,109522.4627,108421.9025
